Price,Close,High,Low,Open,Volume
Ticker,SBSP3.SA,SBSP3.SA,SBSP3.SA,SBSP3.SA,SBSP3.SA
Date,,,,,
2010-04-26,7.503929615020752,7.57894709506589,7.442150773734832,7.470833649375749,903300
2010-04-27,7.4575958251953125,7.680441410180246,7.4575958251953125,7.459802685878125,1974300
2010-04-28,7.4024338722229,7.594389657173122,7.4024338722229,7.501721107756417,929100
2010-04-29,7.391403675079346,7.576740198046954,7.391403675079346,7.442150737990879,932700
2010-04-30,7.364927291870117,7.506136707568244,7.364927291870117,7.391403938953568,1134300
2010-05-03,7.781935214996338,7.843714691493302,7.433325701207883,7.501723866255453,3756
2010-05-04,7.512755870819092,7.748838828960731,7.433325299968557,7.722362182428235,1558800
2010-05-05,7.459803581237793,7.6054248411287935,7.369341219976427,7.442151849921927,1024500
2010-05-06,7.4024338722229,7.523784657318155,7.195033223827753,7.523784657318155,1587900
2010-05-07,7.139875411987305,7.347276759160129,7.139875411987305,7.314180792789433,1539300
2010-05-10,7.203861713409424,7.530407051621032,7.203861713409424,7.4575964245628015,1321800
2010-05-11,7.283289432525635,7.534817837127395,7.082508080881243,7.082508080881243,1291200
2010-05-12,7.4355316162109375,7.523787105683387,7.283291054684225,7.283291054684225,1026000
2010-05-13,7.563503742218018,7.5635037422180185,7.371547860523838,7.4355329440041755,935100
2010-05-14,7.424498558044434,7.565707948112481,7.424498558044434,7.512754663556817,1618800
2010-05-17,7.501723289489746,7.565708990584074,7.3914036158381355,7.415674032416915,1436100
2010-05-18,7.292117118835449,7.603217583392497,7.265640470123081,7.49289852938418,3166500
2010-05-19,7.259019374847412,7.497309154981966,7.208272950665873,7.292115335457114,1560900
2010-05-20,7.2678446769714355,7.2854957712004955,7.082508187566297,7.256812900891503,1866300
2010-05-21,7.391403675079346,7.537025544466128,7.100160567558819,7.270052222465867,2376600
2010-05-24,7.303149223327637,7.45759666332335,7.168559744190659,7.320800954508666,1416600
2010-05-25,7.181796550750732,7.243574753468991,7.062651341036887,7.062651341036887,1202400
2010-05-26,7.292117118835449,7.356102195410397,7.084716388295352,7.097955028278085,2332200
2010-05-27,7.424498558044434,7.594390819433562,7.270051162463943,7.349481720550383,976500
2010-05-28,7.523786544799805,7.594391562367352,7.3362438014650575,7.371545994622328,1126500
2010-05-31,7.722360610961914,7.722360610961914,7.391402281027749,7.391402281027749,600600
2010-06-01,7.415673732757568,7.578946691663541,7.400229496697914,7.550263186296312,925500
2010-06-02,7.634106159210205,7.704711176270626,7.325211340049744,7.380371489901542,993600
2010-06-04,7.65617036819458,7.790761094830451,7.4156743163063785,7.587772837040378,1051500
2010-06-07,7.700300693511963,7.7753175632032345,7.596600308935708,7.598806538925871,665100
2010-06-08,7.612042427062988,7.711329684480006,7.554676049303453,7.678234352842992,1147200
2010-06-09,7.702505111694336,7.720156209970125,7.594392292568397,7.612043390844185,434400
2010-06-10,7.751046180725098,7.7510461807250985,7.5745345614048025,7.64955204695991,992700
2010-06-11,7.6627888679504395,7.788553400898648,7.589978254469311,7.678234366079119,464700
2010-06-14,7.634106159210205,7.786347339547204,7.58115286985464,7.678234531592844,519900
2010-06-15,7.589978218078613,7.6980916544371,7.528199382125043,7.695884793999019,617400
2010-06-16,7.596596717834473,7.612041582970871,7.459801054312854,7.587771170792661,949800
2010-06-17,7.631900310516357,7.631900310516357,7.488484671254153,7.559089691835152,1173600
2010-06-18,7.5679168701171875,7.676029706742549,7.559091319550768,7.634108183738758,1692
2010-06-21,7.59880256652832,7.662787621566333,7.488482918399749,7.634104752929002,1086600
2010-06-22,7.642931938171387,7.651758117916773,7.5414384461356985,7.629693299806328,859200
2010-06-23,7.954031944274902,8.148194616687523,7.545849907033595,7.612041827600865,3816300
2010-06-24,7.896668434143066,7.954034192345399,7.768697014875865,7.954034192345399,2447100
2010-06-25,7.945207595825195,7.9871284785068974,7.812824365967899,7.969478012445625,1018500
2010-06-28,8.086416244506836,8.117305979937433,7.803998692012339,7.803998692012339,1436400
2010-06-29,8.187911987304688,8.505632427946496,7.722363421981256,7.998162341070996,2840100
2010-06-30,8.273959159851074,8.37986573609669,7.967270577073577,8.185703048393407,925500
2010-07-01,8.031256675720215,8.307055538606544,7.788553777380727,8.154814354192276,2457600
2010-07-02,7.839299201965332,8.031254998752019,7.817235651043102,7.945205761398968,618300
2010-07-05,7.779726505279541,8.066556451128793,7.631898443475004,7.839299102014635,219600
2010-07-06,7.7664899826049805,7.995954885459573,7.669408944619712,7.995954885459573,1674600
2010-07-07,7.755457878112793,7.943001257954803,7.6716154826418315,7.832681585621089,1223400
2010-07-08,7.704709529876709,7.819441001044174,7.642930074243663,7.755455947892206,1880700
2010-07-12,7.5679168701171875,7.795174323762644,7.567916870117188,7.786349404449393,4149
2010-07-13,7.59880256652832,7.6980904392199,7.574532155564631,7.6980904392199,625500
2010-07-14,7.634106159210205,7.664995893627451,7.490690527099133,7.523786490759611,1305000
2010-07-15,7.534818649291992,7.572327070193485,7.437736990777336,7.5590890639206565,1199100
2010-07-16,7.4024338722229,7.570118616400083,7.4024338722229,7.5348170633518725,743400
2010-07-19,7.39361047744751,7.486279053827753,7.342863414935783,7.484072193227176,1460400
2010-07-20,7.5679168701171875,7.5723293297738135,7.349484335784983,7.413469419578242,1313400
2010-07-21,7.534818649291992,7.662788778692256,7.5017226867304485,7.572327070193485,1089000
2010-07-22,7.574533939361572,7.711330259506083,7.563502161326605,7.649551418756021,1193700
2010-07-23,7.658376693725586,7.717949302990146,7.552470113367706,7.552470113367706,888300
2010-07-26,7.645138740539551,7.770902647785184,7.627487012436164,7.631900102275265,549300
2010-07-27,7.7664899826049805,7.870190971337375,7.673822034700113,7.779728621593133,789300
2010-07-28,7.801792621612549,7.801792621612549,7.638520273166888,7.764284194436261,540000
2010-07-29,7.709123611450195,7.854745484288326,7.592185877301131,7.788554183000486,639300
2010-07-30,7.759871482849121,7.762077712316385,7.567915631629705,7.567915631629705,1249200
2010-08-02,7.861364841461182,7.861364841461181,7.768696261710517,7.859158612033394,467100
2010-08-03,7.779726505279541,7.865775741535469,7.695883497837131,7.85915642384204,585000
2010-08-04,7.865777969360352,7.865777969360352,7.715743004995004,7.788554257739291,671100
2010-08-05,7.865777969360352,7.865777969360352,7.726775414693054,7.726775414693054,380700
2010-08-06,7.890048980712891,7.890048980712891,7.704712437626551,7.856953011634197,405300
2010-08-09,7.832683086395264,7.9297641388987286,7.735601402638653,7.9297641388987286,490200
2010-08-10,7.717950820922852,7.808412551623571,7.605424899348247,7.746633700931081,609000
2010-08-11,7.479658603668213,7.682645560519072,7.450975101474713,7.521579479945599,620700
2010-08-12,7.698091506958008,7.698091506958007,7.404640937107714,7.404640937107714,690600
2010-08-13,7.691473960876465,7.786348779665941,7.5282009728722645,7.642933121029525,518700
2010-08-16,7.784142017364502,7.784142017364502,7.5921861632693455,7.770903377856454,584100
2010-08-17,7.826062202453613,7.845920159938406,7.678234739113726,7.786347549990068,522600
2010-08-18,7.885634422302246,7.885634422302246,7.7157421493262,7.832681134135086,656400
2010-08-19,7.843714237213135,7.86798402299923,7.726775242048666,7.830475598372497,550200
2010-08-20,7.711331844329834,7.863573063763552,7.709124983266861,7.863573063763552,361200
2010-08-23,7.744425296783447,7.79958481160108,7.6848526925288665,7.766488850209317,2116500
2010-08-24,7.59880256652832,7.7664879519315555,7.523785104800431,7.722360218930704,648300
2010-08-25,7.545852184295654,7.6076310342179685,7.417881393830011,7.545852184295654,679500
2010-08-26,7.455387592315674,7.589977020159144,7.455387592315673,7.517165787265859,675900
2010-08-27,7.724569320678711,7.788554394285095,7.470833993224102,7.506136821122496,778200
2010-08-30,7.391403675079346,7.881221944263114,7.391403675079346,7.8326817419695445,1224
2010-08-31,7.371546745300293,7.587773016034377,7.274465704231598,7.545851499577809,1398300
2010-09-01,7.66058349609375,7.66058349609375,7.305354674462157,7.369340378321592,1893
2010-09-02,7.501723289489746,7.636312748467103,7.501723289489746,7.572327678625806,549300
2010-09-03,7.576741695404053,7.6230763087426325,7.501724832147011,7.567916776200318,561600
2010-09-06,7.711331844329834,7.711331844329833,7.501724862322117,7.523788422926527,62700
2010-09-08,7.466419219970703,7.58997686993128,7.406846623783636,7.58997686993128,611700
2010-09-09,7.479658603668213,7.56791407675682,7.444355783179834,7.499515927299916,709500
2010-09-10,7.830475807189941,7.830475807189941,7.521580959370156,7.521580959370156,585600
2010-09-13,7.852538585662842,7.9297622899617135,7.797379067414932,7.830475030864877,482400
2010-09-14,7.903285503387451,7.918730370220198,7.79958515644328,7.874601998911499,523800
2010-09-15,8.006985664367676,8.006985664367676,7.8128236126319965,7.907697778108565,637200
2010-09-16,7.867983818054199,8.015811914574458,7.806204977997541,8.009193226579587,460500
2010-09-17,7.775315761566162,7.90990585983137,7.676028491229541,7.854745704086073,801900
2010-09-20,7.852538585662842,7.852538585662841,7.66499584486815,7.73118777176804,339
2010-09-21,7.638518333435059,7.914316524626246,7.638518333435059,7.914316524626246,631800
2010-09-22,7.801792621612549,7.898874296368028,7.636313412374745,7.636313412374745,627
2010-09-23,7.916524887084961,8.00919346556155,7.83488808684869,7.936382214168142,930300
2010-09-24,7.927556037902832,8.037875705333953,7.852538563049191,7.918730489758462,893400
2010-09-27,8.097450256347656,8.097450256347656,7.894462584489863,7.973892543042912,424800
2010-09-28,7.962857723236084,8.06435183605753,7.916523756242925,7.998159913564768,818100
2010-09-29,8.251895904541016,8.251895904541016,7.916525041951536,7.99595498309115,891900
2010-09-30,8.362215995788574,8.362215995788574,8.077591552543712,8.25189631202054,945300
2010-10-01,8.36000919342041,8.384278979308782,8.238657107713319,8.371040340412355,630900
2010-10-04,8.293815612792969,8.364419989530992,8.212178828749938,8.34897512430632,442800
2010-10-05,8.4570894241333,8.549758000727788,8.194529824830497,8.351182840169908,1372800
2010-10-06,8.668903350830078,8.713031094797264,8.344563643604953,8.516662160703502,831000
2010-10-07,8.560791015625,8.664491377571967,8.423994686034861,8.567409704151173,695700
2010-10-08,8.754953384399414,8.781430033123534,8.46150338760059,8.46150338760059,525000
2010-10-11,8.695380210876465,8.779223242100862,8.666697334406248,8.693173981437154,408900
2010-10-13,8.98662281036377,9.163134411651415,8.739507452315298,8.741713681627473,1628100
2010-10-14,8.957941055297852,9.05722896179318,8.772604513594247,8.984417704112653,1261500
2010-10-15,9.090323448181152,9.090323448181152,8.741713955802478,8.999861731014423,965700
2010-10-18,9.209468841552734,9.286692552597257,8.98662325735988,9.088117385804635,1288200
2010-10-19,8.69096851348877,9.090324483382698,8.69096851348877,8.957941236628928,1046400
2010-10-20,8.671112060546875,8.757160706192623,8.655666557798368,8.699794942428792,845100
2010-10-21,8.399723052978516,8.721855871031828,8.384278186144805,8.721855871031828,773400
2010-10-22,8.384279251098633,8.532107988137636,8.280579522229248,8.465916054015876,613800
2010-10-25,8.494598388671875,8.549757909417119,8.375453167359002,8.375453167359002,462900
2010-10-26,8.823349952697754,8.823349952697754,8.395310560255167,8.487978498372366,1000200
2010-10-27,8.75936508178711,8.81893769404882,8.587267195673661,8.81893769404882,358200
2010-10-28,8.779223442077637,8.816731868412537,8.660078212098092,8.679935540010325,371700
2010-10-29,8.417374610900879,8.847620257893693,8.395311055287412,8.825556702280226,1324500
2010-11-01,8.73509407043457,8.759364485816256,8.419581195484652,8.49680426885356,575400
2010-11-03,8.832175254821777,8.832175254821777,8.591678605741663,8.60712347208227,392400
2010-11-04,9.01309871673584,9.088116188475142,8.858651946247702,8.869683723156934,456000
2010-11-05,9.068259239196777,9.085910335483456,8.889542047107403,9.068259239196777,834000
2010-11-08,8.98662281036377,9.132244676268844,8.874096909153442,9.132244676268844,303600
2010-11-09,9.13444995880127,9.13444995880127,8.927048657960913,9.06384495173185,377100
2010-11-10,9.05722713470459,9.125624656905362,8.92263705694,9.121212198619558,378000
2010-11-11,8.8410005569458,9.04619502405687,8.74612638815042,9.04619502405687,343800
2010-11-12,8.913812637329102,8.913812637329102,8.715237470516055,8.878510441562609,256500
2010-11-16,8.825555801391602,8.929256143447304,8.649044218236583,8.929256143447304,898200
2010-11-17,8.95132064819336,8.957939967406455,8.67331618502658,8.76157103910476,219900
2010-11-18,9.112387657165527,9.132244984150631,8.876304068971713,9.019719079146638,814800
2010-11-19,9.156514167785645,9.156514167785645,8.999860539886425,8.999860539886425,524100
2010-11-22,8.980003356933594,9.180785371412798,8.90278028213761,9.180785371412798,415800
2010-11-23,8.933669090270996,9.083704038847298,8.871890253726104,8.940288409142626,561600
2010-11-24,9.266834259033203,9.266834259033203,8.904986158941028,8.9402883510229,886500
2010-11-25,9.26904010772705,9.489678799181439,9.160927306727642,9.30875475656236,359400
2010-11-26,9.178579330444336,9.35509094485422,9.00427520801678,9.222707707486608,1156200
2010-11-29,8.836588859558105,9.200642566831455,8.765983842348913,9.048402017426673,1489800
2010-11-30,8.382072448730469,8.933669547449961,8.360008893033262,8.781428993129555,2554500
2010-12-01,8.962353706359863,8.962353706359863,8.518869387013334,8.556377813182227,1019700
2010-12-02,8.89174747467041,8.999860271865868,8.827761782960255,8.87850883802247,600900
2010-12-03,9.167547225952148,9.167547225952148,8.693173219177513,8.9292567923154,400800
2010-12-06,9.165342330932617,9.222708722397993,8.977798917250517,9.134453221107522,541200
2010-12-07,9.0770845413208,9.30434255766559,9.013098845576069,9.30434255766559,262500
2010-12-08,9.156514167785645,9.24918273332214,9.010892316586283,9.116798887912015,535500
2010-12-09,9.090323448181152,9.288898611324724,9.03295706549415,9.083704760037033,530700
2010-12-10,9.315374374389648,9.36391457244256,9.079290809135674,9.079290809135674,1046700
2010-12-13,9.421281814575195,9.476441336461344,9.266835027043367,9.315375229552329,531300
2010-12-14,9.410249710083008,9.469822319905537,9.238151199763038,9.344057781112861,502800
2010-12-15,9.487473487854004,9.630889124612436,9.330819843954206,9.44113951597969,716700
2010-12-16,9.502917289733887,9.657365328508948,9.359502922039956,9.467615728553607,493500
2010-12-17,9.577936172485352,9.577936172485352,9.399218335354773,9.52939470707248,657600
2010-12-20,9.789748191833496,9.789748191833496,9.419074553597618,9.595585509303763,419400
2010-12-21,9.65956974029541,9.81401648750566,9.652950422646335,9.712523018982274,635100
2010-12-22,9.699286460876465,9.743414833818894,9.542632820065775,9.71914441807646,483300
2010-12-23,9.787542343139648,9.787542343139648,9.51174410415407,9.51174410415407,457800
2010-12-27,9.811813354492188,9.811813354492188,9.602206402409095,9.730177181905631,893100
2010-12-28,9.953069686889648,9.953069686889648,9.518720056208492,9.934586752009679,687900
2010-12-29,9.976173400878906,10.050105138285867,9.853723465047223,10.003897802406517,620700
2010-12-30,9.839859962463379,9.99003428499856,9.839859962463379,9.97848195641768,1070400
2011-01-03,10.144830703735352,10.364315729387451,9.934587145889637,10.119417163019234,1231800
2011-01-04,10.073206901550293,10.244174348087162,9.913791782929346,10.144828426221215,1357800
2011-01-05,10.278831481933594,10.278831481933594,9.934586338375665,10.073208344203799,1506900
2011-01-06,10.11479377746582,10.232622630208256,10.031620586295,10.19565676746567,1038000
2011-01-07,10.165621757507324,10.253416014174654,10.061655431244882,10.100931496121527,522000
2011-01-10,10.264967918395996,10.355071711568076,10.12634527443517,10.151758808893018,517500
2011-01-11,10.315796852111816,10.355072919949755,10.237244716435939,10.355072919949755,1047900
2011-01-12,10.385107040405273,10.449797303673712,10.22338171273508,10.364313906748011,2182500
2011-01-13,10.442864418029785,10.502934269385536,10.373553762928823,10.378174825803127,693000
2011-01-14,10.477522850036621,10.57224838452257,10.438247440716104,10.465971842296945,519300
2011-01-17,10.417452812194824,10.535281674758059,10.334279614091688,10.447487412926058,269400
2011-01-18,10.149450302124023,10.403590960591742,10.140208835652503,10.36200403096899,1429200
2011-01-19,10.11479377746582,10.204898233151317,10.038551189807912,10.204898233151317,717600
2011-01-20,9.770549774169922,10.137898241377759,9.735894108734804,10.091691568800053,2301300
2011-01-21,9.393959999084473,9.786722671652567,9.393959999084473,9.784411809183137,1624200
2011-01-24,9.472511291503906,9.585719746334652,9.363924561199497,9.47020109024253,895200
2011-01-26,9.631927490234375,9.719721757980091,9.481754476462735,9.4956163465794,980400
2011-01-27,9.638856887817383,9.69892674268658,9.622684819315674,9.671202346824275,524700
2011-01-28,9.301545143127441,9.73589407737615,9.301545143127441,9.696618009210502,1451700
2011-01-31,9.426302909851074,9.527958356902447,9.24378316232193,9.370854123640324,571500
2011-02-01,9.694308280944824,9.957690442814437,9.259959295880728,9.294614965258662,2550
2011-02-02,9.477133750915527,9.754377773169745,9.454030412895287,9.59034156141886,808500
2011-02-03,9.317717552185059,9.521029826657708,9.313096488173386,9.500236691109833,1254
2011-02-04,9.264577865600586,9.426304511022334,9.264577865600586,9.405510716909973,906600
2011-02-07,9.481752395629883,9.5626147190687,9.179093588980471,9.380095619074885,689400
2011-02-08,9.246095657348633,9.680444559387364,9.246095657348633,9.479442508618993,1401
2011-02-09,9.310786247253418,9.604202307361508,9.246095982969445,9.463270111136163,1054800
2011-02-10,9.308476448059082,9.442477385078256,9.269199718724225,9.299234320331719,670200
2011-02-11,9.370854377746582,9.521027351554132,9.253025538603193,9.313094067124524,414300
2011-02-14,9.731274604797363,9.784412547571039,9.276131831243982,9.384719240437056,660600
2011-02-15,9.867583274841309,10.010826316657381,9.613443311073265,9.659649976302243,756600
2011-02-16,9.795964241027832,9.953069179498616,9.682756435909642,9.786722774058962,767400
2011-02-17,9.675824165344238,10.02699987368247,9.668892900587116,9.807514890720629,734400
2011-02-18,9.705860137939453,9.91148328148319,9.636548802564693,9.775171473314211,838500
2011-02-21,9.703548431396484,9.772859756021457,9.657341101980428,9.668892769083998,123300
2011-02-22,9.645790100097656,9.772861099715326,9.597272562790453,9.703549765560574,696000
2011-02-23,9.752067565917969,9.851413505751976,9.615755756471481,9.659652230884884,681000
2011-02-24,9.752067565917969,9.752067565917969,9.752067565917969,9.752067565917969,0
2011-02-25,9.608824729919434,9.717412800862192,9.534892988853645,9.59727306062838,527400
2011-02-28,9.419374465942383,9.703549745588608,9.419374465942383,9.544134602763407,1034100
2011-03-01,9.502547264099121,9.606513599672773,9.361614400563946,9.49792620022824,714000
2011-03-02,9.564926147460938,9.594960745402448,9.47713189378359,9.47713189378359,691500
2011-03-03,9.715100288391113,9.761307618710337,9.537202231912556,9.537202231912556,970500
2011-03-04,9.680444717407227,9.745135641470773,9.569547123587089,9.71047997815153,920700
2011-03-09,9.680444717407227,9.680444717407227,9.680444717407227,9.680444717407227,0
2011-03-10,9.622688293457031,9.749757991284755,9.518721275686199,9.634239963986465,767400
2011-03-11,9.865273475646973,9.92534333269474,9.564926173413422,9.629616432771607,537600
2011-03-14,10.276518821716309,10.39665853341949,9.671202504988981,9.775169486924225,766800
2011-03-15,10.193344116210938,10.308862747507181,9.812133227834813,10.117102202936373,609900
2011-03-16,9.883758544921875,10.29731369758345,9.872206215415927,10.29731369758345,601200
2011-03-17,9.934587478637695,10.089382234829786,9.888380138058112,9.913794340627367,735300
2011-03-18,9.983100891113281,10.195655230850267,9.983100891113281,10.036239476047527,1263300
2011-03-21,10.133277893066406,10.278831159875917,10.133277893066406,10.221071496839198,477
2011-03-22,10.207209587097168,10.336590121308111,10.094001123911212,10.130966990828625,669000
2011-03-23,10.267279624938965,10.394349968047266,10.267279624938965,10.281142156660765,714600
2011-03-24,10.165621757507324,10.375865933263391,10.165621757507324,10.375865933263391,837
2011-03-25,10.35045337677002,10.35045337677002,10.241865308843138,10.322728974640354,441
2011-03-28,10.28114128112793,10.475212081692987,10.20951974900227,10.424384345379249,812400
2011-03-29,10.41976261138916,10.546832935503794,10.18410489535832,10.214139494930315,504900
2011-03-30,10.41976261138916,10.546832935503794,10.18410489535832,10.214139494930315,579900
2011-03-31,10.523728370666504,10.733971204097546,10.392036998394415,10.392036998394415,1487700
2011-04-01,10.523728370666504,10.523728370666504,10.523728370666504,10.523728370666504,0
2011-04-04,10.904939651489258,11.0897696300582,10.858732322097469,11.043562300666409,802800
2011-04-05,10.904939651489258,11.0897696300582,10.858732322097469,11.043562300666409,1167000
2011-04-06,10.893388748168945,11.006597208867646,10.849491616918504,10.849491616918504,859200
2011-04-07,10.743213653564453,10.814835174868472,10.61845354155089,10.812524973794597,1108800
2011-04-08,10.639249801635742,10.81252748139527,10.597662867652623,10.77094054741215,404700
2011-04-11,10.6138334274292,10.738593550598093,10.449797238485646,10.639248285521223,695400
2011-04-12,10.398970603942871,10.653111279691124,10.398970603942871,10.498315879515422,510000
2011-04-13,10.59304141998291,10.692387356622435,10.512178417555303,10.523730747189152,616200
2011-04-14,10.623075485229492,10.76862875003286,10.53759208407586,10.620765283820381,591900
2011-04-15,10.6785249710083,10.83563057495278,10.62769723173369,10.72011190405287,464400
2011-04-18,10.858733177185059,10.858733177185059,10.62769651203277,10.74321517510983,708000
2011-04-19,10.766318321228027,10.904940317874388,10.766318321228027,10.867975113103846,409500
2011-04-20,10.720109939575195,10.974250572382187,10.616142956516832,10.9164915780176,520200
2011-04-25,10.75707721710205,10.902629813787902,10.68545502790451,10.720110691354295,297300
2011-04-26,10.770938873291016,10.874905200586547,10.699316685507107,10.699316685507107,437400
2011-04-27,10.662351608276367,10.824076934754867,10.560694820030376,10.743214602016515,956100
